N;id_acc;nombre_acc;precio_acc;stock_acc;descripcion_acc;id_pl;nombre_pl;precio_pl;descripcion_pl;id_eq;;nombre_eq;precio_eq;stock_eq;descripcion_eq;grarantia;link_eq;id_of;nombre_of;descuento_of;descripcion_of;nombre_pr;precio_pr;stock_pr;descripcion_pr
25;22;Apple Airpods Pro Case Wireless Blanco;1049;25;Apple Airpods Pro Case Wireless Blanco;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;25;Vivo V21 5G 128GB Azul;Vivo V21 5G 128GB Azul +  Apple Airpods Pro Case Wireless Blanco;2201;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh. ACCESORIO: Apple, 6 horas en uso continuo;12;/resources/images/25.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;Vivo V21 5G 128GB Azul +  Apple Airpods Pro Case Wireless Blanco + Max play B +  4% Descuento Promo;2223,4;16;CELULAR: Pantalla 6.44'', cámara frontal es de 44MP, memoria RAM 8GB, memoria interna 128GB, cámara frontal de 44MP, batería 4000mAh. ACCESORIO: Apple, 6 horas en uso continuo PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta por producto -4%
26;null;null;null;null;null;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);26;Xiaomi Note 11s 5G 128GB Azul Oscuro;Xiaomi Note 11s 5G 128GB Azul Oscuro;1801;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB. ACCESORIO: Apple, 6 horas en uso continuo;12;/resources/images/26.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;Xiaomi Note 11s 5G 128GB Azul Oscuro + Max ilimitado G +  5% Descuento Promo;1815,4;30;CELULAR: Batería 5000mAh, carga rápida 33W, cámara trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB. ACCESORIO: Apple, 6 horas en uso continuo PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -5%
27;1;Auriculares Samsung Blancos 30s;20;100;Auriculares blancos de entrada de 3.5mm;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);27;Samsung Galaxy A53 128GB 5G;Samsung Galaxy A53 128GB 5G +  Auriculares Samsung Blancos 30s;2173;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;12;/resources/images/27.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Samsung Galaxy A53 128GB 5G +  Auriculares Samsung Blancos 30s + Max ilimitado A +  15% Descuento Promo;1928,6;28;CELULAR: Pantalla Infinity-O Super AMOLED 6.5'' FullHD+, procesador Octa-core 2.4GHz, memoria RAM 6GB, almacenamiento interno 128GB, batería 5000mAh, carga rápida 25W. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -15%
28;2;EarPods con conector Lightning;89;80;EarPods con conector Lightning;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;28;Samsung Galaxy A23 128GB Negro;Samsung Galaxy A23 128GB Negro +  EarPods con conector Lightning;1323;31;CELULAR: Procesador Qualcomm Snapdragon 680 (SM6225) Octa-core, batería de 5000 mAh, pantalla LCD de 6.67'' Full HD+. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;24;/resources/images/28.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;Samsung Galaxy A23 128GB Negro +  EarPods con conector Lightning + Max play A +  45% Cyber wow;779,9;31;CELULAR: Procesador Qualcomm Snapdragon 680 (SM6225) Octa-core, batería de 5000 mAh, pantalla LCD de 6.67'' Full HD+. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta de temporada -45%
29;3;Audífono BT Drums;79;94;BlackSheep, Audífono BT Drums;3;Max ilimitado B;79,9;157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);29;Xiaomi Note 11s 5G 128GB Negro Ocaso;Xiaomi Note 11s 5G 128GB Negro Ocaso +  Audífono BT Drums;1553;33;CELULAR: Batería 5000mAh, carga rápida de 33W, cámara principal trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;12;/resources/images/29.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;Xiaomi Note 11s 5G 128GB Negro Ocaso +  Audífono BT Drums + Max ilimitado B +  20% Descuento Promo;1306,3;33;CELULAR: Batería 5000mAh, carga rápida de 33W, cámara principal trasera 50mpx, pantalla FULL HD+ DotDisplay 6.6'', memoria interna 128GB, memoría RAM 4GB. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso PLAN: 157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta por producto -20%
30;4;Jib True Wireless + Sidebag;109;44;SkullCandy Jib True Wireless + Sidebag;4;Max ilimitado C;69,9;142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);30;Apple iPhone SE Tercera Generación 256GB Midnight;Apple iPhone SE Tercera Generación 256GB Midnight +  Jib True Wireless + Sidebag;3503;36;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;12;/resources/images/30.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;Apple iPhone SE Tercera Generación 256GB Midnight +  Jib True Wireless + Sidebag + Max ilimitado C +  30% Cyber wow;2501;36;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP. ACCESORIO: Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso PLAN: 142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -30%
31;5;Audifonos INKD+ BT Verde;69;122;SkullCandy, bateria hasta 9 horas, bluetooth 5.1;5;Max A;55,9;75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);31;Samsung Galaxy A04 64GB Negro;Samsung Galaxy A04 64GB Negro +  Audifonos INKD+ BT Verde;665;4;CELULAR: Memoria64GB, pantalla HD+ 6.5'', batería de 5000mAh, cámara principal de 50 MP. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;12;/resources/images/31.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;Samsung Galaxy A04 64GB Negro +  Audifonos INKD+ BT Verde + Max A +  40% Cyber wow;432,5;4;CELULAR: Memoria64GB, pantalla HD+ 6.5'', batería de 5000mAh, cámara principal de 50 MP. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -40%
32;6;MOVEAUDIO S150;99;150;TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;6;Max B;49,5;45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);32;Honor X8 128GB Plata;Honor X8 128GB Plata +  MOVEAUDIO S150;1015;25;CELULAR: Memoria128GB, pantalla Full HD 6.7'', batería de 4000mAh, cámara cuádruple, RAM de 6GB. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;12;/resources/images/32.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Honor X8 128GB Plata +  MOVEAUDIO S150 + Max B +  25% Cyber wow;798,4;25;CELULAR: Memoria128GB, pantalla Full HD 6.7'', batería de 4000mAh, cámara cuádruple, RAM de 6GB. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
33;7;Audífonos Bluetooth Hesh 3 Wireless Rojo;269;68;SkullCandy, hasta 22 horas de duración y opción de carga rápida de 10 minutos para 4 horas;7;Max C;39,9;37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);33;Xiaomi Redmi Note 11 128GB Azul Oscuro SE;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  Audífonos Bluetooth Hesh 3 Wireless Rojo;1195;2;CELULAR: Memoria128GB, pantalla AMOLED FHD+ 6.43'', cámara cuádruple frontal 13MP principal 50MP, procesador Snapdragon 680, memoria RAM 4GB, almacenamiento interno 128GB, batería de 5000mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;18;/resources/images/33.png;null;null;null;null;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  Audífonos Bluetooth Hesh 3 Wireless Rojo + Max C;1234,9;2;CELULAR: Memoria128GB, pantalla AMOLED FHD+ 6.43'', cámara cuádruple frontal 13MP principal 50MP, procesador Snapdragon 680, memoria RAM 4GB, almacenamiento interno 128GB, batería de 5000mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica)
34;null;null;null;null;null;8;Max D;29,9;12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);34;Huawei P50 Pro 256GB;Huawei P50 Pro 256GB;4235;28;CELULAR: Procesador Qualcomm Snapdragon 888G 4G, batería de 4300mAh, memoria interna de 256GB, carga rápida a 66W, cámara cuádruple. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;18;/resources/images/34.png;1;50% Cyber wow;0,5;Oferta de temporada -50%;Huawei P50 Pro 256GB + Max D +  50% Cyber wow;2132,5;28;CELULAR: Procesador Qualcomm Snapdragon 888G 4G, batería de 4300mAh, memoria interna de 256GB, carga rápida a 66W, cámara cuádruple. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta de temporada -50%
35;8;Apple Airpods 3er Generación Blanco;879;130;Apple, 6 horas en uso continuo;9;Max ilimitado D;289,9;285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa);35;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Apple Airpods 3er Generación Blanco;393;6;CELULAR: Pantalla IPS LCD de 5.99 pulgadas, cámara trasera 5 megapíxeles frontal 2 megapíxeles, memoria RAM 1GB, almacenamiento 32GB, procesador octa-core, batería es de 3000 mAh. ACCESORIO: Marley Audífonos Jammin Mic Amarillo;12;/resources/images/35.png;2;3% Descuento Promo;0,03;Oferta por producto -3%;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Apple Airpods 3er Generación Blanco + Max ilimitado D +  3% Descuento Promo;662,4;6;CELULAR: Pantalla IPS LCD de 5.99 pulgadas, cámara trasera 5 megapíxeles frontal 2 megapíxeles, memoria RAM 1GB, almacenamiento 32GB, procesador octa-core, batería es de 3000 mAh. ACCESORIO: Marley Audífonos Jammin Mic Amarillo PLAN: 285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa) OFERTA:  Oferta por producto -3%
36;9;FreeBuds 4i Negro;259;29;Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;10;Max ilimitado E;189,9;270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);36;ZTE Blade A5 2020 32GB Negro;ZTE Blade A5 2020 32GB Negro +  FreeBuds 4i Negro;433;37;CELULAR: Procesador 8 núcleos, velocidad procesamiento 1.6GHz, 2GB memoria RAM, 32GB almacenamiento interno, batería 3200mAh. ACCESORIO: Marley Audífonos Jammin Mic Amarillo;12;/resources/images/36.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;ZTE Blade A5 2020 32GB Negro +  FreeBuds 4i Negro + Max ilimitado E +  4% Descuento Promo;598;37;CELULAR: Procesador 8 núcleos, velocidad procesamiento 1.6GHz, 2GB memoria RAM, 32GB almacenamiento interno, batería 3200mAh. ACCESORIO: Marley Audífonos Jammin Mic Amarillo PLAN: 270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -4%
37;10;Audífonos Flex;39;4;BlackSheep, bluetooth 5.1, duración 9 horas;11;Max ilimitado F;159,9;240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);37;ZTE Blade A51 32GB Gris;ZTE Blade A51 32GB Gris +  Audífonos Flex;443;20;CELULAR: Pantalla HD+ 6.52'', cámara frontal5MP, principal13MP, procesador 8núcleos, memoria RAM2GB, batería 3200mAh, almacenamiento interno 32GB. ACCESORIO: Marley Audífonos Jammin Mic Amarillo;12;/resources/images/37.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;ZTE Blade A51 32GB Gris +  Audífonos Flex + Max ilimitado F +  5% Descuento Promo;572,8;20;CELULAR: Pantalla HD+ 6.52'', cámara frontal5MP, principal13MP, procesador 8núcleos, memoria RAM2GB, batería 3200mAh, almacenamiento interno 32GB. ACCESORIO: Marley Audífonos Jammin Mic Amarillo PLAN: 240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -5%
38;11;Marley Audífonos Jammin Mic Amarillo;59;112;Marley Audífonos Jammin Mic Amarillo;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;38;Coolpad CP 3504L 64GB Azul;Coolpad CP 3504L 64GB Azul +  Marley Audífonos Jammin Mic Amarillo;453;5;CELULAR: Procesador Octa-Core, memoria RAM 4GB, almacenamiento 64GB, pantalla 6.21'' HD, triple cámara posterior, batería 4000mAh. ACCESORIO: Marley Audífonos Jammin Mic Rojo;12;/resources/images/38.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Coolpad CP 3504L 64GB Azul +  Marley Audífonos Jammin Mic Amarillo + Max play B +  15% Descuento Promo;482,8;5;CELULAR: Procesador Octa-Core, memoria RAM 4GB, almacenamiento 64GB, pantalla 6.21'' HD, triple cámara posterior, batería 4000mAh. ACCESORIO: Marley Audífonos Jammin Mic Rojo PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta por producto -15%
39;12;Marley Audífonos Jammin Mic Rojo;59;16;Marley Audífonos Jammin Mic Rojo;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);39;Motorola Moto E20 32GB G Grafito;Motorola Moto E20 32GB G Grafito +  Marley Audífonos Jammin Mic Rojo;493;38;CELULAR: Pantalla LCD de 6.5'', cámara dual 13MP, memoria RAM 2GB, almacenamiento interno 32GB, batería 4000mAh, carga rápida 10W. ACCESORIO: Marley Audífonos Jammin Mic Rojo;12;/resources/images/39.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;Motorola Moto E20 32GB G Grafito +  Marley Audífonos Jammin Mic Rojo + Max ilimitado G +  45% Cyber wow;331,6;38;CELULAR: Pantalla LCD de 6.5'', cámara dual 13MP, memoria RAM 2GB, almacenamiento interno 32GB, batería 4000mAh, carga rápida 10W. ACCESORIO: Marley Audífonos Jammin Mic Rojo PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -45%
40;13;Audífono Blacksheep Drums TWS Negro;79;72;BlackSheep, bluetooth 5.1, duración 9 horas;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);40;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Audífono Blacksheep Drums TWS Negro;583;40;CELULAR: Resolución 1600x720 HD+ 6.52'', cámara frontal 8MP principal 16MP, procesador octa-core, memoria RAM 3GB. ACCESORIO: Marley Audífonos Jammin Mic Rojo;12;/resources/images/40.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Audífono Blacksheep Drums TWS Negro + Max ilimitado A +  20% Descuento Promo;543,1;40;CELULAR: Resolución 1600x720 HD+ 6.52'', cámara frontal 8MP principal 16MP, procesador octa-core, memoria RAM 3GB. ACCESORIO: Marley Audífonos Jammin Mic Rojo PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -20%
41;14;Audífono Tabs Blanco;79;50;BlackSheep, bluetooth 5.1, duración 9 horas;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;41;Samsung Galaxy A03 32GB;Samsung Galaxy A03 32GB +  Audífono Tabs Blanco;591;11;CELULAR: Batería 5000 mAh, pantalla LCD 6.5'' resolución HD+, procesador Octa-Core, memoria RAM de 3GB, memoria interna de 32GB. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;12;/resources/images/41.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;Samsung Galaxy A03 32GB +  Audífono Tabs Blanco + Max play A +  30% Cyber wow;480,2;11;CELULAR: Batería 5000 mAh, pantalla LCD 6.5'' resolución HD+, procesador Octa-Core, memoria RAM de 3GB, memoria interna de 32GB. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta de temporada -30%
42;null;null;null;null;null;3;Max ilimitado B;79,9;157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);42;Xiaomi Redmi 9A 32GB Verde;Xiaomi Redmi 9A 32GB Verde;611;35;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;12;/resources/images/42.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;Xiaomi Redmi 9A 32GB Verde + Max ilimitado B +  40% Cyber wow;414,5;35;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -40%
43;15;Choice Earbuds;99;74;Honor, Choice Earbuds;4;Max ilimitado C;69,9;142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);43;Xiaomi Redmi 9A 32GB Gris;Xiaomi Redmi 9A 32GB Gris +  Choice Earbuds;611;6;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;18;/resources/images/43.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Xiaomi Redmi 9A 32GB Gris +  Choice Earbuds + Max ilimitado C +  25% Cyber wow;510,7;6;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
44;16;Audifonos DIME TW Bronce;99;95;SkullCandy, Audifonos DIME TW Bronce;5;Max A;55,9;75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);44;ZTE Blade V30 Vita 128GB Negro;ZTE Blade V30 Vita 128GB Negro +  Audifonos DIME TW Bronce;631;26;CELULAR: Batería 5000mAh, pantalla 6.82'', procesador Octa-Core, memoria RAM 3GB, almacenamiento 128GB, cámara principal 48MP. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas;12;/resources/images/44.png;null;null;null;null;ZTE Blade V30 Vita 128GB Negro +  Audifonos DIME TW Bronce + Max A;686,9;26;CELULAR: Batería 5000mAh, pantalla 6.82'', procesador Octa-Core, memoria RAM 3GB, almacenamiento 128GB, cámara principal 48MP. ACCESORIO: BlackSheep, bluetooth 5.1, duración 9 horas PLAN: 75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica)
